0;-0.00381475547417;-0.00152590218967
0;-0.00427252613107;-0.0022888532845
1;-0.00427252613107;-0.00152590218967
2;-0.00381475547417;-0.00152590218967
3;-0.00427252613107;-0.0022888532845
4;-0.00427252613107;-0.0022888532845
5;-0.00381475547417;-0.00152590218967
6;-0.00427252613107;-0.000915541313802
7;-0.00381475547417;-0.00152590218967
8;-0.00427252613107;-0.0022888532845
9;-0.00320439459831;-0.00152590218967
10;-0.00320439459831;-0.00152590218967
11;-0.00381475547417;-0.0022888532845
12;-0.00381475547417;-0.00152590218967
13;-0.00320439459831;-0.000915541313802
14;-0.00320439459831;-0.00152590218967
15;-0.00381475547417;-0.00152590218967
16;-0.00427252613107;-0.0022888532845
17;-0.00381475547417;-0.00152590218967
18;-0.00427252613107;-0.0022888532845
19;-0.00381475547417;-0.0022888532845
